Lorentz_N=1;	Lorentz_N=2;	Lorentz_N=10;	Lorentz_N=100
-2.22979e-01;	6.70806e-01;	4.16523e-01;	-4.17753e+00
-3.17885e+00;	-8.45151e-01;	-6.10946e-01;	1.08757e+00
-9.49601e-01;	6.01077e+00;	-2.29325e-01;	2.48373e+00
-2.48362e-01;	2.53704e+00;	-4.56259e+00;	-1.84251e+00
7.39302e-01;	-5.04562e+00;	4.97143e+00;	1.10924e+00
4.51318e+00;	1.43920e+01;	1.60849e+00;	3.57080e-01
-9.65534e-02;	1.41819e+00;	-8.48018e-01;	-3.01872e-01
-3.59075e+00;	-6.15983e-01;	7.77663e-01;	-4.67473e-01
-2.10348e+00;	-6.88126e-01;	1.86332e+00;	1.14685e+00
9.05364e-01;	-1.21905e+00;	2.67675e-01;	-1.30598e+00
3.18452e-01;	-8.22386e-01;	5.09928e-01;	1.82207e-01
-2.69579e-01;	1.53109e+01;	-2.10809e+00;	2.82324e+01
1.05100e+01;	-7.00117e-01;	-2.56927e+00;	3.33473e-01
-9.57193e-01;	-3.01455e-01;	1.65470e+02;	8.34466e-01
2.11350e-01;	-4.08929e-01;	-2.69067e-01;	-4.93864e-01
2.36688e+00;	3.44136e-01;	1.44522e+00;	-1.27866e+00
-1.02072e+00;	-7.38354e-01;	1.30812e-01;	-2.15471e+00
-9.80712e-01;	6.24631e+00;	-9.30764e-01;	8.23233e-01
-2.73529e+00;	1.69582e+00;	5.82709e-01;	-1.15042e+00
-3.89684e+00;	2.54184e+00;	-1.17780e-01;	-5.48305e+00
5.38688e-01;	-3.45354e-01;	2.29752e+00;	-1.08065e+01
2.04394e+00;	-2.18725e+00;	-8.44198e+00;	1.26964e+00
1.79339e-01;	1.86219e+00;	-2.79740e+00;	-7.58883e-01
4.38301e-01;	-8.91514e-01;	2.21080e+00;	-1.18836e-01
-4.26340e-01;	2.54636e-02;	-6.71439e-01;	7.33059e-01
4.86213e-01;	3.91455e+00;	-4.91609e+00;	-1.11422e+00
6.10720e-02;	2.52931e+00;	2.35614e+00;	-3.67138e+01
9.02994e-01;	1.97977e-01;	-1.20835e+00;	1.72548e+02
-2.88538e+00;	-6.98783e-01;	5.90598e+00;	2.48059e+00
9.74872e-01;	-1.62352e+00;	-3.24836e+00;	6.75573e-01
-4.12840e+00;	1.52070e+00;	-2.56733e+00;	-5.85380e-01
-9.45297e-01;	5.67056e-01;	-1.38966e+00;	-2.44303e+00
-2.92041e-01;	5.50591e-01;	1.22634e+00;	-3.07928e-01
-1.86081e+01;	-1.04187e-01;	-3.73986e+00;	3.49320e-01
2.84188e+00;	2.88366e-01;	1.15390e-01;	1.02186e+00
2.03077e+00;	1.25333e+00;	8.79671e-01;	1.00578e+01
2.78725e-01;	-9.96202e-01;	2.82363e+00;	1.01795e+00
-1.35419e+00;	-7.80200e-01;	1.01492e+00;	-3.49255e-02
-2.04419e-01;	1.22464e+01;	-3.17173e+00;	1.00252e+00
2.40242e+00;	-1.02786e+00;	-1.76695e+00;	1.71890e+00
3.35996e-01;	-1.72002e-01;	5.30144e+00;	6.08122e+00
-2.30950e+00;	-9.78327e-01;	-2.99708e+00;	-4.41461e+00
7.55457e-01;	-1.85609e+00;	1.76118e+00;	9.50122e-01
-1.20540e-01;	-1.87429e+00;	-1.26707e+00;	-8.10469e-02
-6.23242e-01;	-7.97015e-01;	3.03933e-01;	-9.24304e-01
-1.90843e-01;	2.37979e+00;	-1.56091e-01;	-1.36029e+00
-1.26507e+01;	-1.12095e+00;	-3.97447e+01;	-1.22847e+00
3.52754e+00;	6.31778e-01;	3.74489e-02;	-2.46621e+00
1.17824e+01;	-7.49113e-01;	1.30409e+00;	-9.22128e-01
-2.61889e+00;	4.60961e-01;	2.03834e-01;	-4.21865e-01
-4.52979e-01;	-6.95779e-01;	-1.38667e+00;	6.33855e-01
-1.21339e+00;	6.33988e+00;	-2.78813e+00;	2.72240e-01
1.50499e+00;	-1.04734e+01;	2.15401e-01;	-6.17274e-01
3.53214e+00;	7.00143e+00;	-1.28527e+00;	-6.52316e-01
-3.37154e-01;	6.42470e-01;	-2.01968e-01;	-1.92814e-01
9.96423e-02;	2.38662e+00;	3.80758e-02;	-6.23272e+00
-1.47376e-01;	5.91749e+00;	6.37343e+00;	1.50034e+00
7.34448e-02;	-3.78217e-02;	-4.99671e+00;	8.07209e-01
-1.78484e+01;	1.10553e+00;	-2.41274e+00;	1.44540e+00
-1.72771e+00;	1.15697e-02;	6.72613e-01;	-6.31052e-01
3.48937e-01;	6.65067e-01;	-4.83540e-01;	8.47900e-01
2.83872e-01;	-2.58500e-01;	-2.22216e-01;	8.04880e-01
-6.48086e-01;	3.38585e-01;	-1.02596e+00;	-2.99311e-01
-7.83566e-01;	3.52332e-01;	1.06690e-01;	2.31575e+00
1.70613e-01;	-1.51077e-02;	2.81309e+00;	1.19627e+01
-6.69631e+01;	-9.18655e-01;	-1.10966e+01;	1.02855e+01
2.35618e+00;	2.47994e-02;	1.16262e-01;	2.59892e-02
4.15081e-01;	-6.28333e-01;	-5.14938e-01;	3.17727e-01
-2.69443e+00;	6.88304e-01;	2.69781e+00;	-1.96943e+00
8.74656e+00;	-2.14068e+00;	4.61813e+00;	4.15714e+00
4.87203e-01;	-1.28345e+00;	-1.03959e+00;	3.94660e+00
7.40484e-02;	5.40408e-01;	-2.47990e+00;	-2.91054e+00
-9.69866e-01;	3.12681e-01;	-6.26654e-01;	-4.76901e-01
-9.63804e+00;	-1.52358e+00;	8.66636e-01;	1.47218e+01
4.89900e-02;	-1.11557e+00;	1.86132e+00;	2.45898e-01
9.04733e-01;	1.77836e+00;	7.19434e-01;	2.06248e-01
3.03796e+00;	-3.69485e+00;	2.60983e-01;	-3.00633e-01
1.05159e+00;	-6.50271e-01;	-7.06457e-01;	-9.95853e-02
-2.17926e-01;	2.77980e-01;	3.70003e-01;	5.66464e-02
1.12649e+00;	-5.98812e-01;	-4.56951e-01;	-2.03018e+00
-1.59013e+00;	-9.20557e-01;	2.00586e+00;	2.26223e+01
2.19504e+00;	-1.88985e+00;	-3.11217e-01;	-9.58411e-01
-1.53549e+01;	-2.35439e+00;	-7.29263e+00;	-3.01359e+00
-5.88237e-01;	4.31226e+00;	8.52708e-01;	1.10794e+01
-1.30111e+00;	1.79525e+00;	-2.59015e+00;	-2.94661e+00
-1.03683e+00;	9.73324e-02;	-4.16299e-01;	-1.58127e+00
-2.28665e+00;	-2.75425e+00;	-1.29192e+01;	-1.13024e-01
3.60855e-01;	5.36398e-03;	1.85329e+00;	9.39549e-02
1.81646e+00;	-3.59074e+00;	4.90709e-01;	-5.60960e-01
4.60503e-01;	2.30930e+00;	7.44399e-01;	-9.06066e-02
1.27295e+00;	1.98183e-01;	1.51604e+00;	2.89531e+01
-2.45327e-01;	3.48757e+00;	9.39445e-02;	3.76633e-01
-1.44499e+00;	8.15651e-02;	8.23899e-01;	-1.80203e+00
4.30250e+01;	1.25747e+01;	2.40802e-01;	1.46573e+00
-1.62541e+00;	-7.80330e-01;	-7.31574e-01;	-1.76389e+00
3.32887e+00;	-8.71908e-01;	1.34998e+01;	-9.29628e-01
3.11144e+01;	-6.34752e-01;	-6.64855e+01;	-5.54743e+00
1.17772e+01;	-6.72096e-01;	-2.78512e-01;	8.91734e+01
-1.27873e+00;	-4.62609e-01;	-2.91668e+00;	1.47614e+00
-3.81885e-01;	2.56472e+01;	-2.52309e+00;	1.14284e+00
-1.92007e-02;	-2.04681e-01;	9.16747e+00;	-1.05091e+00
-2.42796e-01;	7.49688e-01;	1.13466e+00;	3.43897e+00
1.99611e-01;	-5.52043e+00;	2.28136e+02;	6.51364e-01
-7.27585e+00;	-3.41453e+01;	-1.21931e+00;	-3.66544e-02
7.73729e-01;	4.29902e+00;	3.18207e-01;	3.43324e-01
7.91326e-01;	2.90992e+01;	1.21408e+00;	-5.09988e-01
-6.55284e-01;	1.32911e+00;	1.27222e-01;	3.44273e-01
-1.83855e+00;	1.68452e+00;	1.12604e+00;	-1.19896e+00
-1.27300e-01;	-1.61364e+00;	7.40052e-01;	1.19140e+00
-1.29603e+01;	3.60569e+00;	-1.43752e+00;	-1.27698e-01
-5.01594e-01;	-1.02734e+00;	-2.72583e+00;	-1.22358e+02
8.83144e+00;	-2.64983e-01;	-8.56328e-01;	-2.18140e+00
2.14139e+01;	3.39132e-01;	-5.18930e-01;	1.56429e+00
1.81585e-01;	6.97382e-01;	1.08402e+00;	-4.02362e-02
5.88044e-02;	3.55186e-01;	1.71233e+01;	3.08760e-01
-7.82015e-01;	-2.07829e+00;	2.13105e+00;	3.31178e+00
-7.58910e-01;	4.82393e+00;	-2.06258e+00;	-1.15693e+00
-6.41745e-01;	4.81898e-01;	-7.36667e-01;	-5.89979e-01
-1.37506e+00;	9.15316e+00;	-4.43472e-02;	-3.20755e-01
-1.96374e+00;	-2.55391e+00;	1.15302e+00;	-5.72025e-01
-1.82199e+01;	5.06252e-01;	7.41125e+01;	-1.88882e+00
-9.95358e-01;	5.80244e-02;	1.33702e+00;	-1.87902e+00
3.58576e-01;	-3.51094e+00;	1.14086e+00;	5.26247e-01
-5.79761e-01;	1.20783e+00;	-4.15730e-01;	-5.19457e-01
5.61129e+00;	6.64008e+00;	-5.30244e+00;	6.35609e-01
1.18483e+00;	7.27557e+00;	-4.06049e-01;	-9.86523e-01
-1.17570e+00;	-1.01846e+01;	-1.81001e+00;	2.94291e+00
-3.46844e-01;	4.30564e-01;	5.85937e+00;	8.50890e-01
-7.55675e-02;	-5.68884e-01;	1.39517e+00;	-1.16586e+00
7.80131e-01;	2.02955e+00;	1.90632e-01;	-3.37323e-03
3.25816e+00;	-5.23363e-01;	-1.03865e+00;	2.28463e+00
-3.29555e-01;	-2.63058e-01;	-1.32816e+00;	1.12775e-01
-1.29300e-01;	-6.39483e-02;	-3.04629e-01;	4.54942e-01
7.65352e-01;	3.02922e-01;	-1.45794e+00;	8.45459e-01
2.41522e-01;	-2.28596e+00;	-9.13326e-01;	-1.08096e+00
-9.41959e-01;	1.23663e+00;	8.53376e+00;	5.97183e-01
-7.53734e-01;	-6.90036e-01;	2.38312e-02;	4.33445e-01
-2.73076e+01;	5.59234e-01;	5.96941e+00;	-9.96613e-01
-4.14358e-01;	-3.83972e+00;	1.31978e+01;	-3.45761e+00
4.07192e+00;	-1.82289e-03;	-2.24473e-01;	9.61002e+00
2.70758e+00;	-1.01639e+00;	-1.10453e-01;	-8.88794e-01
2.43339e+00;	2.94494e-01;	-1.03706e+00;	-2.13672e+00
-2.18436e+00;	-1.15594e+00;	1.82514e+00;	1.35922e-01
-1.82937e-01;	-2.88193e+00;	-2.47515e-01;	2.53951e+01
-1.93589e-01;	5.16090e-01;	-5.38678e+00;	-6.69257e-01
-1.67773e-04;	1.80369e+01;	7.76552e-01;	2.07249e+00
-9.24413e-01;	2.79132e+00;	-3.59809e-02;	1.17502e+00
2.37780e-01;	-1.26234e+00;	-4.26253e-01;	-1.41263e+02
3.67591e-01;	8.87308e-01;	4.88229e+00;	-1.07944e+00
-3.07598e+00;	1.77775e+00;	4.30002e-01;	1.79088e+00
9.10359e-01;	-2.61545e+00;	-3.50096e-02;	1.89425e+00
2.85880e+00;	-3.30651e+00;	-5.75436e-01;	-3.34154e-01
-5.15612e-01;	2.36963e+00;	-1.43081e+00;	1.74832e+00
-7.71291e-02;	2.43989e+00;	-2.76181e+00;	-5.13616e-01
-2.24006e-01;	8.22718e-01;	9.10003e+00;	1.01119e-01
-1.34689e+00;	2.57127e+02;	1.05254e+00;	8.58610e-01
-1.07033e+00;	1.50093e+01;	6.58467e-01;	-1.60893e+01
-3.17359e-01;	-1.73196e+00;	3.66940e+00;	2.75773e+00
-1.81577e+00;	4.49076e-01;	1.75847e+00;	-1.61190e-01
8.75255e-02;	1.74922e-02;	7.18408e-01;	-9.29469e-01
-1.74750e-01;	5.38862e+00;	6.41256e-01;	-4.18403e-01
1.85917e+00;	8.67713e-01;	1.11162e+00;	2.27083e+00
-8.57789e-01;	-5.38707e-01;	5.12171e-01;	2.19511e+00
-2.02806e+00;	-6.39755e-01;	1.84247e+00;	-2.48159e+00
1.71950e+00;	-7.11756e+00;	-2.67122e-02;	7.85212e-01
-3.16563e-01;	-1.13004e+01;	-1.04656e+00;	-3.51372e+00
-2.29504e+00;	-4.16224e+00;	2.86909e+00;	-7.74873e-01
4.03787e-01;	-9.95260e-01;	7.08883e+00;	1.07491e+01
-9.02925e-01;	7.00322e-01;	2.59720e-01;	4.84865e+00
4.53936e+00;	3.01275e-02;	-9.05318e-01;	7.33679e-02
4.43748e-01;	2.28863e+00;	1.49007e+01;	1.56382e+00
1.80246e+00;	3.54791e+00;	-1.26228e+00;	-1.17913e+01
-3.18696e-01;	3.48462e-01;	-2.43290e+00;	3.29590e+00
3.50109e-01;	-7.83976e-01;	-1.94054e+00;	1.74072e-01
-2.25653e+00;	2.70625e+00;	-3.39266e-01;	2.26862e+01
1.90961e-01;	7.57089e-02;	1.04861e-01;	1.88444e-01
-5.48919e-01;	-4.15757e-01;	9.94676e-01;	-1.27361e+00
-8.60483e-01;	4.78488e+00;	-1.12073e+00;	-1.06744e-01
2.96208e-01;	-1.54485e+00;	-3.54934e-01;	1.14857e+00
8.17495e-01;	4.31670e+00;	1.82738e-01;	2.51645e+00
-3.04977e+00;	4.91706e-01;	4.63074e+00;	3.89782e-01
2.75625e+01;	1.64708e-02;	1.02888e-01;	-1.21346e-01
1.16360e+00;	-1.41763e+00;	-2.01795e+00;	-1.03958e+00
5.91500e-02;	-2.28004e-02;	3.03145e+00;	-9.13239e-01
5.94219e+00;	-7.12632e-01;	1.29438e+00;	1.15276e+00
1.93987e-01;	-7.54548e-01;	9.23239e+00;	8.21497e-01
1.76006e-01;	5.09948e-01;	1.88462e+00;	8.62695e-01
5.57807e-01;	-4.75751e-01;	3.46493e-01;	-4.12256e-01
2.26906e-01;	-1.49858e+00;	6.03407e-01;	-1.29831e+00
1.59233e+00;	-2.05815e+00;	-6.07446e+00;	-1.92962e+01
7.42705e+00;	-3.30536e+00;	-1.37616e+01;	-1.59659e+00
2.31251e+00;	9.08747e+00;	4.22919e-01;	-2.35601e+00
-4.48456e-01;	1.29764e+00;	-2.62105e-01;	6.80878e-01
-1.49481e+00;	-2.52635e+00;	1.22648e+00;	5.20067e-01
-6.67131e-01;	2.67476e-01;	2.82872e+00;	-2.85768e+00
2.10014e+00;	-1.33271e-01;	8.38253e-01;	-1.21657e+00
-7.23105e-01;	1.22081e+00;	-2.77305e+00;	1.08660e+00
-2.30610e+00;	-1.04042e+00;	6.69312e-01;	8.84422e-01
1.14349e+00;	-1.94989e+00;	-9.16321e-01;	9.92679e-01
3.35595e-01;	7.73367e-01;	1.87448e+00;	7.29117e+00
-3.12592e+00;	-7.05501e-01;	-5.06237e+00;	-1.25305e+00
2.38972e+00;	-1.33561e+00;	-3.60893e+00;	8.86101e+00
-2.09224e+00;	-1.38265e+01;	-1.71796e+00;	-1.20505e-01
3.36452e+00;	-8.52083e-01;	3.51785e-01;	1.06392e+00
8.45088e-01;	9.14828e-01;	1.05032e+00;	4.86761e-01
-8.20016e-01;	1.55145e+00;	-4.64888e+00;	1.27702e-01
9.04971e-02;	1.49137e-01;	4.45778e-01;	-1.26153e+00
3.37868e+00;	2.92018e+00;	-6.88574e-02;	1.60821e+00
2.74062e+00;	-1.39782e+02;	-3.34577e-01;	1.23811e+00
5.92783e-01;	-6.89395e-01;	7.24356e-01;	1.86620e+00
-9.39697e-01;	-5.14575e-01;	9.26565e-01;	-9.04401e-01
-1.32871e+00;	-8.15247e+00;	-2.82191e-01;	-3.99044e-02
-3.91418e+00;	-8.67606e-01;	-1.23971e+01;	-3.00631e+00
-8.51899e-01;	1.41803e+00;	1.75689e-02;	4.69378e-01
2.08753e+00;	-3.05458e+00;	-7.94776e-01;	1.62181e+00
-1.30091e+00;	-5.62886e+00;	1.01747e+01;	2.00847e+00
-2.40148e+00;	1.21484e+00;	5.12106e+00;	3.90725e+01
-5.82227e-01;	-1.49472e-02;	1.75293e-01;	2.01604e-01
-3.03157e+00;	6.69646e-01;	-2.02273e+00;	-1.06149e+03
-1.32765e+00;	5.42903e+00;	-8.97829e-01;	-1.84415e-01
1.42685e+00;	2.67751e-03;	2.96657e-01;	1.63638e+00
-3.06830e+00;	-2.12747e+00;	-1.15882e+00;	-6.21736e-01
-1.91287e+00;	-1.05201e+00;	-8.64893e-01;	-8.52310e-02
-3.98774e-01;	1.33378e+00;	-1.65201e+00;	4.67385e+00
-2.31378e-01;	5.68112e-01;	-2.66408e+00;	-3.68265e-01
4.47749e-02;	9.22818e-01;	6.45121e-01;	-7.79871e+00
-6.89119e+00;	1.93085e-01;	-5.15300e+00;	8.47203e-01
-8.53538e+00;	1.77265e-01;	1.91683e+00;	2.44369e+00
-3.96139e-01;	-1.69011e-01;	2.90143e-01;	-6.48239e-01
-2.04414e+00;	-6.19702e+00;	6.47104e+01;	-2.04894e+00
-6.79669e+00;	-4.44805e-01;	1.32151e+00;	-4.63140e-01
6.20415e-01;	-1.35469e+00;	4.15019e+00;	-4.03734e+00
1.79608e+00;	-2.29398e-01;	4.13412e-01;	5.70437e+00
9.75150e-02;	-6.97638e+00;	-1.65698e+00;	-6.80521e-02
-8.72236e-01;	-3.83254e-01;	4.17280e-01;	2.44781e-01
-2.81203e+00;	-4.09915e+00;	1.47919e+00;	1.05115e+00
-1.56788e+00;	9.31868e-01;	-5.13633e-02;	-6.82901e-01
-2.72758e+00;	3.58216e+01;	3.72146e-01;	9.81707e-01
1.70928e+00;	3.15243e+00;	-2.35570e+00;	-4.44754e+00
1.18989e+01;	-1.32451e+00;	-4.23651e-01;	3.85508e+00
-1.90889e+00;	-1.33358e-01;	-2.00948e-01;	4.20172e-01
6.84595e-02;	3.64859e+00;	3.18102e+00;	1.52842e+00
-2.52545e-01;	6.40967e-01;	3.30004e-01;	1.55697e+00
1.83296e+00;	7.87807e-01;	1.98968e+00;	-1.40447e-02
5.28974e+00;	-1.64174e+00;	1.15131e+00;	3.69415e-01
-2.36143e+00;	-1.04627e+01;	-3.34095e+00;	3.98238e+00
-3.36875e+01;	5.05908e-01;	-3.28388e-01;	1.25373e-01
-7.54749e-01;	-1.26701e+00;	-4.47757e+00;	-3.69115e-01
-2.80603e-01;	2.27235e-01;	7.70470e+00;	2.97348e+00
1.18077e+00;	7.21956e-01;	8.86715e-01;	-1.01197e+00
7.17640e-01;	2.28209e-01;	3.92634e+00;	-4.52481e-01
-1.18804e-01;	-3.39103e-01;	8.11570e+00;	1.66252e+00
2.71474e+00;	-1.41706e+00;	-6.12915e+00;	-1.97475e+00
1.47977e+00;	-1.45469e+00;	-5.09604e-01;	-2.88341e-01
-8.94241e-01;	2.62525e-01;	-2.44426e-01;	2.00975e-02
-4.55020e-01;	6.17449e-01;	1.64473e+00;	-6.39399e-02
1.34315e-01;	9.62070e-01;	1.34301e+01;	-2.04143e-01
7.13895e-01;	-2.95507e+00;	2.74903e+00;	6.51200e-01
2.93938e+00;	-6.68786e-01;	1.65289e-01;	1.74272e+00
3.88905e+00;	-4.64554e-01;	1.49507e+01;	2.65529e-02
2.39906e-01;	-1.18070e+00;	1.44594e+00;	-4.90260e+00
6.22372e+00;	1.55870e+00;	-2.62574e+01;	3.27955e-01
-6.83723e-01;	-5.20428e-01;	-2.30110e+00;	-3.83998e-01
2.73224e+00;	-8.47957e-01;	-9.97497e+00;	-8.98892e+00
1.03763e-01;	1.72352e-01;	4.74936e-02;	-1.63478e+00
-2.67462e-01;	3.55708e+00;	-1.29869e+00;	-9.67753e-01
5.91641e-01;	-1.23883e+00;	-1.13363e+00;	2.01951e+00
-3.76329e-01;	-1.56337e+00;	4.63918e-01;	1.11509e+00
1.09293e+00;	-1.29005e+00;	-1.68851e+01;	-2.16807e-01
-2.55759e+00;	3.70531e-01;	2.36640e+01;	6.37429e+00
1.38664e+01;	-2.89390e-01;	-1.25484e+00;	4.98517e-01
4.35124e-01;	-1.44476e+00;	2.10435e+00;	2.49811e-01
-4.63954e-01;	-8.71530e-02;	-1.67877e-01;	3.12770e+00
-2.21773e-01;	-1.45089e+00;	3.76740e+00;	-1.92343e+01
-2.42899e+00;	1.36564e+00;	-9.21729e-01;	-7.20497e+00
2.45420e-01;	-8.74249e-01;	1.84393e+00;	2.62146e-01
9.75748e-02;	-7.39111e+00;	1.55497e+00;	-3.03573e+00
-3.36746e+00;	-2.20708e+00;	2.44161e-01;	-2.31318e-01
-3.19761e+00;	3.26241e+00;	-1.31080e+00;	1.87185e+00
5.42664e+01;	-3.52688e+00;	-1.54458e+00;	1.74476e+00
-2.11818e+00;	-6.16844e-01;	3.28837e+00;	-2.03844e-01
1.19525e+00;	-7.88774e-01;	4.33493e+00;	-6.72318e-01
-1.38657e-01;	-1.40714e+00;	-5.63203e-01;	1.66113e+00
-1.74259e+00;	-1.63902e+00;	1.23312e+00;	-2.19521e+00
4.58180e+01;	1.62778e-01;	-1.17414e-01;	-6.20657e-01
-1.37557e+00;	-2.35778e+00;	-4.16986e-01;	2.16851e+00
-4.92624e-01;	7.79249e-01;	-3.29191e-01;	-7.67089e-01
1.15018e+00;	-2.17042e+00;	4.66450e-01;	6.80617e-01
5.88728e-01;	-1.22018e-01;	4.55762e+00;	8.13631e-02
-8.76596e-01;	-4.28931e+00;	-3.93711e+00;	1.23217e-01
-5.91683e+00;	-5.15560e-02;	1.59700e+01;	7.30255e-02
3.66373e+00;	-1.57626e+00;	-2.46344e+00;	2.63013e-01
9.14633e-01;	-1.18417e+01;	2.51174e+00;	2.57947e+00
5.14465e+00;	1.91117e+00;	3.03676e+00;	5.87691e+00
-3.48087e-01;	-2.24676e+00;	-2.86222e-01;	6.97867e-01
-4.53064e+01;	6.70999e+00;	2.77538e+00;	8.52027e-01
8.70366e-01;	-1.49209e+01;	4.39004e-01;	-1.35905e+00
-5.81021e+00;	-6.88720e-02;	-1.27438e+00;	-1.02892e-01
1.72447e+01;	-2.95885e-01;	3.71882e-01;	1.72685e-01
2.00753e+00;	-1.89387e+00;	-1.46494e-01;	7.05633e+00
-2.44323e+00;	-2.42990e-01;	2.09328e+00;	-3.68270e-01
-5.44692e+00;	-2.28297e+02;	-9.58592e-02;	2.56621e+01
-4.25281e+00;	-5.08414e-01;	1.57243e-01;	2.34724e-01
-7.05721e-02;	6.09242e-01;	-1.10374e+01;	3.62247e-01
-5.41640e+01;	5.62986e+00;	-7.39825e-01;	-1.65463e-01
-3.35672e-01;	2.99041e-01;	-8.45801e+00;	-7.72686e-01
-6.61500e-01;	8.80802e+00;	1.38268e+00;	-7.86257e-01
1.35315e+00;	2.13402e+00;	-3.92281e-01;	-2.17271e-01
-1.11910e+00;	1.97362e-01;	4.11934e+00;	-3.08027e-01
-2.40872e+00;	5.00423e-01;	-4.78867e-01;	-2.41590e-01
2.43224e-01;	9.34069e+00;	-3.31234e+01;	5.46223e+00
-1.09778e+00;	-5.78754e-01;	7.13338e-01;	4.15591e+00
3.25732e-01;	4.39954e-01;	-8.79422e+00;	-5.64552e-01
-8.38152e+01;	3.04581e+01;	-3.09388e-02;	-1.59998e+00
-1.48424e+00;	6.11504e-02;	-6.09645e-01;	3.63601e+00
1.78952e+00;	-7.28136e+00;	1.68101e-01;	2.79779e+00
-2.45567e+00;	1.74297e+00;	1.63522e+00;	4.22948e-01
-2.29382e+00;	9.24786e-01;	6.45492e+00;	-3.35585e-01
6.56987e-01;	7.76805e+00;	4.17910e+00;	6.14720e-01
1.51316e+00;	-1.25871e+00;	3.36005e+00;	-4.52444e-02
-1.32879e-01;	6.58299e+00;	1.82585e+00;	5.19547e+00
-3.96128e-01;	-6.51216e-01;	-8.53605e-01;	-7.97754e+00
2.13303e+00;	-1.01878e+00;	-7.47755e-01;	-3.52172e-02
5.54035e+01;	3.41860e-02;	-1.82184e+00;	-2.61465e+00
3.56383e-01;	-3.25314e-01;	-1.65981e+00;	6.26947e+00
-4.69273e+00;	-2.60100e+00;	2.66225e+00;	-5.23082e-01
-1.61226e+00;	8.53727e-02;	-1.91393e-01;	-1.86993e+01
-9.04791e-01;	-5.00719e+00;	-9.71716e+00;	-2.33779e+00
-9.07678e+00;	5.06893e+01;	-7.55545e+00;	-2.81458e-01
1.44337e+00;	1.05373e+00;	5.54960e-01;	7.35268e+00
-6.17306e-01;	5.41546e-01;	-2.22808e+00;	-1.26027e+00
-1.28344e+00;	1.05622e-01;	-2.55729e-01;	-1.50208e+00
4.14089e-02;	-4.03992e-02;	9.65136e-01;	3.64781e+00
4.12022e-01;	3.98969e-02;	1.14886e+00;	-4.78468e-01
1.18441e+00;	-1.52677e+00;	-4.39982e-01;	-5.15606e+00
4.80090e+03;	-1.27709e+00;	-2.20548e+00;	1.32899e-01
1.16573e+00;	-2.65063e-01;	-2.92330e-01;	1.94429e-02
-5.28650e-01;	-1.94269e+00;	-2.58516e-01;	-1.18584e+00
-5.44781e-01;	7.31076e-01;	-1.17186e+00;	8.48797e-02
-4.41129e+00;	-9.53166e+00;	5.20374e-01;	-3.44964e-01
8.98094e-01;	-1.61982e+00;	6.82398e+00;	1.08630e+00
-2.01708e+00;	-1.08037e+01;	-4.47273e-01;	-5.01733e+00
4.04292e-01;	-1.61649e+00;	4.18519e-01;	1.85554e+01
1.90265e-01;	-6.05300e-01;	-8.14792e-01;	9.89452e-02
1.15811e+00;	-3.33474e-01;	1.91978e-02;	1.09500e+00
4.61301e+00;	2.34574e+00;	-2.68488e-01;	1.66855e-01
2.84205e+00;	5.66164e-02;	-2.13842e+00;	-2.26447e+00
-1.53671e+00;	4.49294e-01;	-8.46765e-02;	-2.95958e+00
-2.01111e+00;	3.79690e+00;	1.11608e+00;	3.60342e+00
1.34481e+00;	-2.34314e-01;	-3.38157e+00;	1.47086e+00
2.16033e-01;	-6.97336e-02;	-4.07157e+02;	-1.45360e+00
4.08697e+00;	6.43811e-01;	-1.16548e+00;	-6.28119e+00
-1.26411e+00;	-3.92103e-01;	-7.14217e+00;	1.65934e+00
-2.28982e+00;	-6.07304e-01;	1.05934e+00;	-3.60620e+01
-1.39926e+00;	-8.43691e-01;	3.10975e+00;	1.10155e+00
-7.01740e+00;	-2.27354e+00;	-1.55421e+00;	-1.07132e-01
2.69206e-01;	4.71627e-01;	-2.32274e+00;	9.39388e-01
1.05762e-01;	8.56513e-02;	-1.05034e+01;	-3.62093e+00
-1.32837e+01;	1.07086e+00;	4.43816e+00;	-1.22357e+01
6.66863e-01;	-9.21185e+00;	2.54076e+00;	-1.27122e+00
1.12883e+00;	-3.34262e-01;	-4.15911e-01;	1.06494e+01
-4.64153e-01;	-9.48776e-01;	-1.41647e+00;	1.21019e+01
7.09319e-02;	-5.63272e+00;	8.80721e-01;	1.80572e-01
-4.38882e-01;	-1.00514e+00;	-7.89084e+00;	-1.02254e+00
6.31661e-01;	-3.25856e-01;	-3.53545e-01;	-1.17466e+00
4.40484e+00;	-2.14012e-01;	-5.83869e-01;	5.55123e-01
-7.27949e-01;	-1.05187e+00;	-2.30076e+00;	6.67077e+00
2.41424e-01;	4.64535e-01;	-2.62608e+01;	-7.79404e-01
-7.25874e-01;	-1.74889e+00;	-2.61429e+00;	-1.42309e-01
1.53109e-01;	4.55067e-01;	6.51086e-02;	1.41250e+00
1.63979e+01;	4.11354e+00;	2.75968e+00;	1.68773e+00
-4.85191e-01;	-1.69491e+00;	-3.63120e-01;	-1.97748e+00
-2.76232e-03;	1.01372e-01;	-1.18466e+00;	3.68273e-01
-2.70657e+00;	-2.10354e+00;	1.31771e-01;	1.89576e+01
4.63123e-01;	5.86936e+00;	-1.11511e+00;	5.24610e-01
-2.52778e+00;	-2.69927e-01;	2.56280e-01;	-1.68668e+00
