Exp_N=1;	Exp_N=2;	Exp_N=10;	Exp_N=100
1.94875e-01;	9.83115e-01;	9.81337e-01;	1.02305e+00
8.95661e-01;	9.35165e-01;	5.95722e-01;	9.90981e-01
9.81972e-01;	2.00438e-01;	1.34527e+00;	9.33615e-01
1.20189e+00;	8.88871e-01;	5.56768e-01;	1.01837e+00
3.55672e-01;	1.74844e+00;	1.37413e+00;	8.85121e-01
2.47245e-01;	5.50748e-01;	1.05912e+00;	8.73591e-01
6.64823e-01;	1.23680e+00;	9.93014e-01;	1.04936e+00
3.51530e-01;	9.68730e-01;	8.43445e-01;	1.03634e+00
2.98895e-01;	6.12264e-01;	1.24194e+00;	9.75497e-01
2.89575e-01;	7.49633e-01;	1.24355e+00;	1.00779e+00
5.76818e-01;	1.21579e+00;	7.14674e-01;	1.00161e+00
8.54572e-02;	2.96034e+00;	1.36876e+00;	1.03169e+00
7.39581e-01;	8.53741e-01;	6.63148e-01;	8.52772e-01
1.50434e+00;	8.81235e-01;	1.00161e+00;	1.02876e+00
5.08234e-02;	5.11517e-01;	7.85577e-01;	8.73887e-01
1.42703e+00;	2.61254e-01;	9.91891e-01;	9.07816e-01
1.44919e+00;	1.60236e-01;	9.17269e-01;	1.20752e+00
1.97871e-01;	3.17598e+00;	7.22571e-01;	1.16846e+00
1.55130e-01;	1.40736e+00;	5.56911e-01;	9.26803e-01
5.18529e-02;	1.22361e+00;	1.05507e+00;	8.18737e-01
2.05250e-01;	6.51213e-01;	9.39961e-01;	1.12062e+00
1.18022e+00;	1.51310e+00;	1.20147e+00;	9.63579e-01
9.13725e-01;	6.45912e-01;	1.23576e+00;	9.47426e-01
9.84996e-01;	8.79902e-01;	8.85293e-01;	9.88015e-01
1.19365e+00;	3.58597e-01;	7.69219e-01;	9.56501e-01
6.09118e-01;	1.39361e-01;	1.04810e+00;	9.04604e-01
6.67776e-01;	2.05743e-01;	5.65348e-01;	9.74446e-01
2.69969e+00;	1.41743e+00;	1.14461e+00;	9.23405e-01
6.01889e-02;	1.64156e-01;	1.46873e+00;	8.70558e-01
1.44197e+00;	3.89178e-01;	1.32255e+00;	1.09752e+00
8.21273e-01;	1.07362e+00;	7.95920e-01;	9.64651e-01
1.27466e+00;	1.89099e+00;	1.13348e+00;	9.46809e-01
2.54108e-03;	5.03347e-01;	6.42684e-01;	1.05520e+00
1.66435e+00;	6.18729e-01;	1.43861e+00;	1.08472e+00
1.13037e+00;	2.84275e+00;	1.26160e+00;	8.33199e-01
8.66673e-01;	3.22443e-01;	1.38550e+00;	1.02774e+00
1.12086e+00;	2.51036e+00;	1.14315e+00;	1.07316e+00
2.29002e+00;	5.12149e-01;	9.91776e-01;	1.07357e+00
1.82070e+00;	8.44084e-01;	1.53147e+00;	9.23940e-01
1.00157e+00;	2.18410e+00;	1.02265e+00;	9.58860e-01
8.20993e-01;	3.37000e-01;	1.50147e+00;	9.77491e-01
1.89292e+00;	3.47245e-01;	1.45431e+00;	1.12276e+00
7.21718e-01;	7.63131e-01;	1.29913e+00;	9.28191e-01
2.13448e-02;	5.01412e-01;	7.30703e-01;	9.02155e-01
3.79795e-01;	1.29958e+00;	1.21259e+00;	1.08004e+00
3.13437e+00;	1.87548e-01;	1.30201e+00;	1.08509e+00
1.38125e-01;	2.22678e+00;	9.12488e-01;	1.15922e+00
5.44758e-01;	1.41708e+00;	1.01194e+00;	9.25043e-01
2.44449e-01;	1.05975e+00;	8.78507e-01;	9.62370e-01
3.34435e+00;	4.97557e-01;	1.67217e+00;	9.48349e-01
3.07851e-01;	4.41261e-01;	8.98143e-01;	8.90609e-01
1.38498e-02;	1.82593e+00;	8.24416e-01;	9.05385e-01
8.98376e-01;	1.01436e+00;	8.95055e-01;	1.07705e+00
1.62149e+00;	1.85929e+00;	1.01539e+00;	1.02782e+00
8.06332e-01;	6.59182e-01;	5.59586e-01;	1.10191e+00
2.58378e-02;	1.45140e+00;	1.44236e+00;	9.00069e-01
1.26219e+00;	8.01506e-01;	6.80088e-01;	8.41440e-01
1.32627e+00;	1.34772e+00;	1.04740e+00;	9.81296e-01
9.94707e-01;	4.34543e-01;	1.04952e+00;	9.59225e-01
1.53599e+00;	8.70331e-01;	8.29532e-01;	1.03963e+00
1.84357e+00;	2.33131e-01;	6.24184e-01;	1.00737e+00
7.54402e-01;	3.39540e-01;	1.09735e+00;	9.49923e-01
3.14089e-02;	1.10577e+00;	1.47905e+00;	8.83726e-01
9.61863e-01;	4.02351e-01;	1.03454e+00;	1.10391e+00
4.08785e-02;	3.86220e-01;	8.09272e-01;	1.07333e+00
9.01095e-01;	2.96550e-01;	1.33843e+00;	1.05840e+00
1.51301e+00;	1.46741e+00;	7.42497e-01;	9.71256e-01
1.02568e+00;	6.42884e-01;	9.05383e-01;	9.37004e-01
3.33786e-01;	2.27777e-01;	5.87094e-01;	9.47713e-01
2.47739e+00;	1.15178e+00;	6.52539e-01;	9.96635e-01
1.07915e+00;	1.78781e+00;	5.77330e-01;	1.11750e+00
3.83318e-01;	1.05914e-01;	8.60893e-01;	9.28954e-01
1.74204e+00;	3.58177e+00;	7.69896e-01;	9.31518e-01
4.30783e-01;	2.50841e+00;	1.66951e+00;	9.59716e-01
6.43537e+00;	8.58816e-01;	8.29165e-01;	1.01624e+00
1.57651e+00;	8.07304e-01;	1.54108e+00;	9.31921e-01
3.17582e+00;	9.20243e-01;	8.50498e-01;	1.01428e+00
1.45696e-01;	5.25988e-01;	9.22905e-01;	1.09555e+00
1.69053e-01;	7.21875e-01;	9.11621e-01;	1.01030e+00
4.61468e-01;	4.42008e-01;	6.11579e-01;	1.08722e+00
1.34603e-01;	2.57527e-01;	7.38757e-01;	8.68861e-01
1.23805e+00;	8.35040e-01;	1.07311e+00;	1.09816e+00
3.95822e+00;	1.53127e+00;	1.31379e+00;	1.01332e+00
1.28632e+00;	8.99564e-01;	7.72098e-01;	1.04519e+00
1.83317e-02;	2.78206e-01;	1.11412e+00;	1.03623e+00
6.94561e-01;	1.18479e-01;	9.14192e-01;	8.85427e-01
1.14293e-01;	3.68346e-01;	8.55274e-01;	1.03721e+00
1.18241e+00;	2.05212e-01;	1.23534e+00;	1.10385e+00
1.48155e+00;	3.17928e-01;	9.10404e-01;	1.10201e+00
5.16349e-01;	4.64553e-01;	9.67117e-01;	8.32768e-01
3.00961e-01;	2.53655e+00;	4.75384e-01;	1.02987e+00
1.39202e+00;	2.69737e-01;	8.35323e-01;	9.87135e-01
3.03073e+00;	1.14731e+00;	1.13395e+00;	1.13490e+00
8.57235e-01;	2.45577e-01;	1.62675e+00;	9.43234e-01
6.89014e-01;	1.36256e+00;	8.23521e-01;	1.15558e+00
6.82115e+00;	1.95866e+00;	7.12979e-01;	1.07690e+00
5.45493e-02;	1.13716e+00;	1.35578e+00;	9.95211e-01
1.21903e+00;	2.48423e+00;	1.12037e+00;	1.08081e+00
9.77832e-01;	6.98729e-02;	7.05906e-01;	9.97470e-01
3.75792e-02;	1.74425e+00;	7.66756e-01;	1.04952e+00
1.27023e+00;	1.31883e+00;	3.88448e-01;	9.97321e-01
4.87436e-01;	9.77099e-01;	1.06341e+00;	1.01680e+00
6.62247e-01;	7.47712e-01;	1.35641e+00;	1.03265e+00
1.26356e-01;	1.80862e+00;	1.02483e+00;	8.92583e-01
4.12409e-01;	1.32466e+00;	9.94667e-01;	1.09970e+00
2.25201e-01;	1.86159e+00;	8.84245e-01;	9.77374e-01
1.19909e+00;	2.76098e-01;	1.06451e+00;	1.07663e+00
2.43755e-01;	8.62623e-01;	5.40453e-01;	8.24943e-01
1.07023e+00;	3.06445e-01;	1.17453e+00;	1.25640e+00
1.01916e+00;	9.37444e-01;	9.88696e-01;	1.02877e+00
2.64414e-02;	4.93427e-01;	1.05546e+00;	1.21674e+00
9.28728e-02;	4.31240e-01;	1.39237e+00;	1.00645e+00
8.96401e-01;	2.01368e-01;	1.21418e+00;	1.13133e+00
6.96871e-01;	1.63832e+00;	7.10459e-01;	8.51719e-01
1.23272e-01;	6.24056e-01;	6.59008e-01;	1.05840e+00
9.08788e-02;	6.00191e-01;	8.54149e-01;	1.08804e+00
3.53994e-01;	1.98298e+00;	7.05089e-01;	9.34013e-01
2.14358e+00;	1.16289e+00;	1.04288e+00;	8.95852e-01
4.51324e-01;	1.84064e+00;	6.80443e-01;	9.90567e-01
9.96355e-01;	1.74972e+00;	9.17433e-01;	1.20048e+00
6.61818e-01;	4.49671e-01;	9.99966e-01;	1.06255e+00
2.61318e-01;	3.08319e-01;	4.92876e-01;	9.49503e-01
2.17273e+00;	2.45740e-01;	9.52644e-01;	9.56495e-01
3.83420e-01;	9.52229e-01;	1.17784e+00;	9.32943e-01
5.30971e+00;	3.03442e-01;	6.54312e-01;	9.05842e-01
4.09149e-01;	1.00861e+00;	9.40951e-01;	1.07786e+00
1.57374e+00;	1.81791e+00;	6.87159e-01;	8.64768e-01
1.72711e-01;	6.31728e-02;	1.47166e+00;	9.99241e-01
1.62345e-02;	9.24612e-01;	9.35349e-01;	8.86867e-01
1.62839e-01;	1.00838e+00;	1.01865e+00;	1.14403e+00
1.24286e+00;	1.85157e+00;	4.67139e-01;	1.05274e+00
3.43482e-02;	1.77183e+00;	7.87094e-01;	9.42309e-01
5.21504e-01;	8.31068e-02;	1.18193e+00;	1.00750e+00
1.46732e+00;	1.35888e+00;	1.13558e+00;	8.65163e-01
7.36720e-01;	8.65963e-01;	1.75652e+00;	9.79124e-01
2.19595e-01;	2.82889e-01;	1.66999e+00;	9.48621e-01
2.61723e-01;	1.01044e-01;	1.13381e+00;	9.71619e-01
7.51283e-01;	3.45317e-01;	1.20092e+00;	9.68104e-01
5.17622e-02;	2.84595e+00;	4.77276e-01;	1.11841e+00
3.21326e-01;	1.75834e+00;	8.89940e-01;	1.18595e+00
7.26776e-01;	1.59273e+00;	1.30994e+00;	9.03863e-01
2.89084e-01;	3.68933e-01;	1.40911e+00;	1.02634e+00
1.07433e+00;	3.58681e+00;	1.48652e+00;	9.93089e-01
2.11724e-01;	1.12989e+00;	6.56530e-01;	9.75565e-01
1.01358e+00;	5.78140e-01;	1.72265e+00;	1.06165e+00
2.97043e+00;	9.01575e-01;	4.34799e-01;	9.62312e-01
1.33887e+00;	5.82377e-01;	5.91638e-01;	9.28942e-01
2.00816e+00;	2.46511e-01;	8.60829e-01;	9.08309e-01
2.41224e+00;	5.78887e-01;	8.54110e-01;	9.13205e-01
1.72461e+00;	2.66848e-01;	1.30900e+00;	1.06522e+00
1.00930e+00;	1.57417e+00;	7.63859e-01;	9.75524e-01
7.44989e-02;	1.26481e-01;	1.42935e+00;	1.08745e+00
7.37502e-01;	1.42389e+00;	7.66853e-01;	8.30595e-01
1.27125e+00;	1.64095e+00;	1.32577e+00;	9.93259e-01
2.38690e+00;	1.15872e+00;	1.22147e+00;	1.09584e+00
4.08933e+00;	7.77171e-01;	5.71072e-01;	8.31438e-01
7.09872e-01;	7.03203e-01;	1.32162e+00;	1.01468e+00
2.85498e-01;	7.65828e-01;	5.78608e-01;	8.96524e-01
6.80761e-01;	6.10366e-01;	1.06452e+00;	1.07319e+00
1.10519e+00;	1.86786e+00;	7.95379e-01;	8.63619e-01
2.78271e-01;	1.49302e+00;	6.71252e-01;	1.03090e+00
1.25031e+00;	7.38485e-01;	5.14222e-01;	9.22495e-01
1.87197e+00;	2.82897e-01;	9.56692e-01;	9.73747e-01
1.97765e+00;	3.24453e+00;	1.33534e+00;	1.07731e+00
2.22881e+00;	1.40261e+00;	4.70614e-01;	1.27581e+00
2.03245e+00;	1.45007e+00;	1.44867e+00;	1.13466e+00
8.69161e-01;	3.91920e-01;	8.14793e-01;	7.67474e-01
6.01923e-02;	2.10636e+00;	1.04667e+00;	9.69959e-01
3.13016e-02;	2.76776e-01;	7.91873e-01;	1.00716e+00
4.11119e-02;	9.88249e-01;	1.10587e+00;	9.29203e-01
2.28965e-01;	4.00958e-01;	6.82081e-01;	9.44214e-01
6.68874e-01;	6.09587e-01;	8.06799e-01;	1.04677e+00
1.25609e+00;	4.56332e-01;	4.10953e-01;	1.04237e+00
2.83130e-01;	1.24327e+00;	1.04201e+00;	1.14495e+00
2.56919e-01;	2.33825e-02;	7.77000e-01;	8.88787e-01
3.47981e-01;	9.31748e-01;	6.92665e-01;	8.62201e-01
9.66431e-01;	3.98451e-01;	6.80564e-01;	1.24283e+00
3.36533e-01;	1.26945e+00;	6.15637e-01;	1.16111e+00
1.49814e+00;	3.44203e-01;	6.42182e-01;	9.30056e-01
2.12431e+00;	2.23978e-01;	4.87207e-01;	9.79934e-01
6.58396e-01;	1.20492e-01;	1.51061e+00;	9.98478e-01
1.89499e+00;	1.64970e+00;	8.09524e-01;	9.48895e-01
2.88586e+00;	2.19390e-01;	1.16149e+00;	1.04629e+00
9.05061e-01;	2.52014e+00;	7.26996e-01;	9.25005e-01
3.84413e-01;	1.41691e+00;	7.31968e-01;	9.29497e-01
2.54467e-01;	6.32283e-01;	1.46325e+00;	1.03123e+00
1.21779e+00;	8.19055e-01;	5.15968e-01;	1.02019e+00
9.23176e-01;	1.55479e+00;	5.58295e-01;	1.03270e+00
2.66034e-01;	2.85648e+00;	7.01364e-01;	8.25803e-01
3.54387e-01;	2.02089e+00;	9.59198e-01;	9.95089e-01
9.23934e-01;	3.64661e+00;	2.01971e+00;	1.16202e+00
4.28347e-02;	1.82538e+00;	8.09445e-01;	1.07313e+00
1.80378e+00;	1.77943e+00;	7.61200e-01;	9.31713e-01
2.11935e+00;	3.74096e-01;	1.39555e+00;	1.01322e+00
9.98381e-01;	3.16712e-01;	1.04477e+00;	1.08402e+00
7.30968e-01;	1.46411e+00;	1.01811e+00;	1.22322e+00
3.94889e-01;	8.07511e-01;	8.74294e-01;	8.93510e-01
1.85988e+00;	2.51271e-01;	5.10228e-01;	1.01942e+00
2.07581e+00;	9.71555e-01;	6.09330e-01;	9.79196e-01
7.99286e-02;	2.36883e+00;	9.44031e-01;	1.02340e+00
3.41229e-01;	4.00936e-01;	7.06233e-01;	1.02599e+00
9.01897e-01;	9.96679e-01;	1.13867e+00;	1.02916e+00
2.03928e+00;	8.65894e-01;	7.37575e-01;	7.60496e-01
6.66837e-01;	9.64575e-01;	8.35614e-01;	1.09188e+00
9.93704e-01;	5.60994e-01;	1.00057e+00;	1.08758e+00
1.19228e+00;	1.23066e+00;	1.56491e+00;	9.27160e-01
2.89083e-02;	9.19470e-01;	5.37010e-01;	9.85543e-01
1.29605e+00;	7.87973e-01;	1.79324e+00;	8.06601e-01
6.30447e-01;	6.35408e-02;	9.45266e-01;	1.16207e+00
4.73848e-01;	5.52805e-01;	8.07727e-01;	8.24236e-01
1.63471e-01;	1.25514e+00;	1.43916e+00;	8.55062e-01
1.11197e+00;	1.68129e-01;	6.89603e-01;	1.03513e+00
5.19178e+00;	7.11185e-01;	1.02842e+00;	1.02568e+00
8.24314e-01;	1.04390e+00;	1.14102e+00;	8.83971e-01
2.13204e+00;	3.87651e-01;	1.00680e+00;	1.01598e+00
3.88701e-01;	1.02153e-01;	6.92227e-01;	9.87791e-01
4.39646e-01;	2.35896e+00;	9.91805e-01;	1.18606e+00
2.28692e-01;	2.63663e+00;	6.59270e-01;	1.02145e+00
3.88060e+00;	3.33890e-01;	1.03329e+00;	1.12739e+00
6.02353e-01;	6.50661e-01;	1.63139e+00;	1.00324e+00
1.83165e+00;	1.00892e+00;	7.74743e-01;	1.09889e+00
4.06211e-01;	2.57933e-02;	1.00917e+00;	8.85072e-01
4.39493e-01;	7.50179e-01;	5.57851e-01;	8.89520e-01
1.30906e+00;	1.67187e+00;	1.44095e+00;	1.05354e+00
6.01796e-01;	2.11352e-01;	8.65901e-01;	9.94697e-01
1.80011e-01;	2.10671e+00;	1.13535e+00;	1.01779e+00
3.74763e+00;	2.11963e+00;	6.89545e-01;	1.19457e+00
7.75007e-01;	2.47314e+00;	1.15100e+00;	9.18213e-01
1.45437e-01;	2.06335e-01;	1.02007e+00;	8.98280e-01
2.93196e-01;	3.35405e-01;	1.06913e+00;	1.06585e+00
1.21733e+00;	8.67806e-01;	8.38735e-01;	9.75794e-01
9.44061e-01;	1.65778e+00;	1.56645e+00;	1.13723e+00
3.12005e-01;	2.41523e+00;	6.73673e-01;	1.07143e+00
5.11183e-01;	2.51327e+00;	1.22869e+00;	9.33948e-01
2.46094e+00;	3.26426e-01;	1.13421e+00;	9.78776e-01
1.63685e+00;	7.39489e-01;	1.27146e+00;	1.13340e+00
2.33983e+00;	1.41801e+00;	9.52282e-01;	9.88157e-01
4.61557e-02;	1.28420e+00;	7.99854e-01;	8.25774e-01
4.38133e+00;	2.95566e-01;	9.17251e-01;	1.00518e+00
7.22261e-02;	3.45487e-01;	8.53409e-01;	1.06462e+00
1.32306e+00;	3.86809e-01;	8.32615e-01;	9.18331e-01
9.63761e-01;	5.82282e-01;	6.50235e-01;	1.09701e+00
5.17183e-01;	2.02246e+00;	1.31815e+00;	8.89771e-01
9.70122e-01;	6.09356e-01;	9.17594e-01;	8.14863e-01
1.13721e+00;	1.51408e+00;	1.10514e+00;	8.99555e-01
7.82014e-01;	4.88247e-01;	1.37309e+00;	1.12420e+00
2.00356e+00;	9.37723e-01;	1.59734e+00;	1.16871e+00
2.17548e-01;	4.39068e-01;	1.32570e+00;	1.06740e+00
9.39538e-03;	5.93486e-01;	1.02709e+00;	9.71030e-01
9.97328e-01;	9.96801e-01;	7.09177e-01;	1.03161e+00
4.63833e-01;	2.11643e+00;	7.85976e-01;	9.32753e-01
5.60944e+00;	2.12536e+00;	4.65701e-01;	9.96586e-01
9.34281e-02;	3.92336e-01;	8.26370e-01;	9.92431e-01
1.68643e-01;	1.88842e+00;	9.35124e-01;	1.00824e+00
1.76748e-01;	8.77350e-01;	1.29036e+00;	8.94002e-01
6.16049e-01;	4.69765e-01;	9.20248e-01;	9.31982e-01
5.08427e-01;	1.17996e+00;	7.76878e-01;	9.99000e-01
1.82739e+00;	2.02931e+00;	1.30297e+00;	1.15592e+00
9.38938e-01;	5.92407e-01;	7.75474e-01;	8.87203e-01
1.28684e+00;	1.27363e+00;	1.84621e+00;	8.70716e-01
2.26970e+00;	2.81148e-01;	7.67381e-01;	7.63946e-01
1.28029e-01;	1.18775e+00;	6.87473e-01;	1.26915e+00
2.88123e-02;	1.02896e+00;	1.12029e+00;	9.23349e-01
1.21801e+00;	1.58821e+00;	1.36585e+00;	1.16899e+00
1.22735e+00;	9.31633e-01;	1.53229e+00;	8.53975e-01
2.10831e+00;	1.62524e+00;	6.80865e-01;	9.17306e-01
1.29646e+00;	1.78266e-01;	9.33921e-01;	1.14382e+00
2.12059e+00;	3.22829e-01;	1.31409e+00;	9.16149e-01
6.18333e-01;	7.78881e-01;	1.51442e+00;	7.80626e-01
3.26532e+00;	3.89488e-01;	6.53515e-01;	9.25058e-01
1.54019e+00;	3.31431e-01;	7.56148e-01;	1.09966e+00
7.68395e-01;	1.57252e+00;	1.25007e+00;	1.09599e+00
6.32169e-01;	5.96027e-01;	1.03867e+00;	1.12234e+00
1.32502e+00;	8.06470e-01;	7.04911e-01;	1.00561e+00
1.86225e+00;	1.51812e+00;	7.28622e-01;	9.30186e-01
7.78906e-01;	7.79869e-01;	1.12348e+00;	1.04198e+00
9.56121e-01;	8.26041e-01;	1.05252e+00;	1.06590e+00
1.71320e+00;	1.39623e+00;	7.40538e-01;	1.00973e+00
1.49113e+00;	3.11245e-01;	1.07506e+00;	1.05488e+00
4.33928e-01;	1.79678e+00;	1.26244e+00;	9.96930e-01
3.90218e+00;	1.43822e-01;	7.90659e-01;	9.54197e-01
7.89607e-01;	1.38948e+00;	1.40804e+00;	9.35123e-01
3.74159e-01;	1.41537e+00;	1.22743e+00;	1.14141e+00
4.57836e-01;	1.65982e+00;	9.95378e-01;	1.03429e+00
5.95449e-01;	7.21947e-01;	7.96835e-01;	1.01672e+00
4.75930e-01;	6.56495e-01;	1.05397e+00;	8.71116e-01
1.14935e+00;	7.17601e-01;	1.21287e+00;	8.45705e-01
2.35633e+00;	1.31854e+00;	7.25986e-01;	1.01686e+00
3.61353e-02;	1.57150e+00;	9.83880e-01;	8.59131e-01
5.50295e-02;	9.34331e-01;	5.48626e-01;	1.22333e+00
9.10642e-01;	5.27131e-01;	7.08871e-01;	9.33724e-01
1.75661e+00;	2.18223e+00;	1.54938e+00;	1.08093e+00
5.16948e-01;	1.81391e+00;	8.92060e-01;	9.33231e-01
1.50587e-02;	3.42652e-01;	9.56834e-01;	8.96446e-01
2.49602e+00;	2.48705e-01;	7.65066e-01;	1.14755e+00
4.63706e-01;	6.20608e-01;	7.43398e-01;	9.81595e-01
1.06453e+00;	1.58145e+00;	8.27284e-01;	9.82968e-01
1.79364e-01;	1.57583e+00;	7.53883e-01;	1.08863e+00
3.99259e-01;	6.84759e-02;	8.20847e-01;	9.46575e-01
3.01528e-01;	3.71225e-01;	1.25509e+00;	8.12185e-01
6.29188e-01;	1.36497e+00;	1.24457e+00;	9.37919e-01
6.26817e-01;	1.55663e+00;	6.65054e-01;	9.69798e-01
9.95607e-01;	3.47990e+00;	6.03708e-01;	1.10839e+00
2.03174e-01;	2.23184e+00;	7.41145e-01;	1.05884e+00
2.48302e+00;	1.74760e-01;	8.27130e-01;	1.01946e+00
6.49209e-01;	5.89805e-01;	9.42472e-01;	9.31493e-01
2.22346e-01;	4.27320e-01;	1.20581e+00;	1.09062e+00
1.25634e+00;	4.30012e-01;	8.24513e-01;	9.12080e-01
1.80330e-02;	1.36427e+00;	6.40542e-01;	9.28353e-01
1.80682e+00;	6.63886e-01;	1.25320e+00;	1.18760e+00
3.50825e+00;	4.19808e-01;	5.45323e-01;	8.94859e-01
8.54511e-01;	1.22869e+00;	1.08295e+00;	9.89116e-01
3.31826e-01;	1.62385e+00;	4.52852e-01;	7.85310e-01
1.43914e+00;	2.52912e+00;	1.21340e+00;	1.09692e+00
1.64283e-01;	8.40389e-01;	1.14776e+00;	9.50460e-01
8.19605e-01;	9.05828e-01;	8.63041e-01;	1.02380e+00
1.59465e-01;	1.60305e+00;	1.45746e+00;	9.69814e-01
7.55717e-02;	2.25969e+00;	9.68153e-01;	8.30552e-01
3.93103e-02;	1.40711e+00;	1.61148e+00;	9.01317e-01
1.17931e+00;	1.13171e+00;	7.03931e-01;	9.92051e-01
7.12918e-01;	7.89803e-01;	9.43776e-01;	8.93490e-01
4.46027e-01;	3.65287e-01;	6.76871e-01;	1.01473e+00
2.12996e+00;	3.54498e-01;	9.30634e-01;	1.10155e+00
2.36699e-01;	7.94948e-01;	9.55904e-01;	8.99374e-01
2.63898e+00;	1.63893e+00;	7.74845e-01;	1.05861e+00
1.89753e-01;	7.05936e-01;	8.27090e-01;	9.90668e-01
2.17675e+00;	6.92829e-01;	7.06703e-01;	1.10640e+00
6.34283e-01;	4.44684e-01;	9.71308e-01;	9.80051e-01
4.70771e-01;	2.91977e-01;	1.12760e+00;	9.26651e-01
3.01072e-01;	7.35093e-01;	7.11638e-01;	1.07695e+00
2.97810e-01;	5.92376e-01;	1.04733e+00;	9.03916e-01
3.22962e-02;	8.91952e-01;	4.55071e-01;	9.30831e-01
2.62436e-01;	8.01492e-01;	1.06205e+00;	1.00452e+00
3.91471e-01;	4.10130e-01;	1.20733e+00;	7.98238e-01
1.06208e+00;	6.84553e-01;	7.77731e-01;	1.05036e+00
3.37342e+00;	3.03294e-01;	1.48088e+00;	9.42812e-01
3.05964e-02;	1.68569e+00;	1.01202e+00;	1.06614e+00
2.56682e-01;	3.87657e-01;	6.56349e-01;	1.04594e+00
1.46367e+00;	3.43418e-01;	1.79335e+00;	8.86500e-01
5.21600e-01;	1.50851e+00;	9.21339e-01;	1.05154e+00
2.49721e-01;	2.52186e+00;	1.47744e+00;	9.61477e-01
2.94472e+00;	5.76084e-01;	9.51360e-01;	8.76844e-01
1.17562e+00;	5.75494e-01;	9.66445e-01;	1.05646e+00
1.78831e+00;	5.82319e-01;	9.57022e-01;	9.83754e-01
1.67029e+00;	1.61227e+00;	1.58500e+00;	1.03510e+00
1.27595e+00;	1.19692e+00;	1.29274e+00;	1.05560e+00
7.62787e-01;	1.34666e+00;	1.14758e+00;	9.90885e-01
4.00264e-01;	3.25394e-01;	1.50541e+00;	9.90499e-01
1.13578e+00;	1.06551e+00;	7.68221e-01;	8.76992e-01
1.84061e-01;	1.57700e+00;	1.25970e+00;	1.18677e+00
1.58858e-01;	2.35234e-01;	1.07908e+00;	1.21725e+00
1.36593e+00;	7.35940e-01;	1.00988e+00;	9.71846e-01
1.63130e+00;	2.58787e+00;	5.98094e-01;	1.05547e+00
1.00057e+00;	5.96047e-01;	4.14580e-01;	9.89448e-01
1.63198e+00;	6.46325e-01;	8.97903e-01;	1.04174e+00
6.02267e-01;	7.51629e-01;	6.57888e-01;	1.02976e+00
1.13850e+00;	1.07009e+00;	1.31792e+00;	9.02917e-01
9.80069e-01;	4.66028e-01;	1.30440e+00;	8.88594e-01
1.20417e-01;	9.45656e-02;	9.36544e-01;	9.92090e-01
1.74460e-01;	6.18301e-01;	1.43106e+00;	8.26108e-01
3.83739e-01;	1.41546e+00;	6.53687e-01;	1.01263e+00
1.82120e+00;	6.81177e-01;	5.84012e-01;	1.16359e+00
2.11169e-01;	1.54977e+00;	1.30058e+00;	1.05917e+00
5.95883e-01;	7.74393e-01;	1.13044e+00;	1.12132e+00
5.92247e-02;	6.45188e-01;	7.13710e-01;	8.49089e-01
1.28507e+00;	7.22877e-01;	1.14450e+00;	9.76496e-01
2.92098e+00;	9.48237e-01;	8.70504e-01;	1.18351e+00
9.58360e-01;	2.17261e+00;	7.71113e-01;	1.01263e+00
1.63899e+00;	5.36876e-01;	8.96916e-01;	7.68626e-01
6.50386e-01;	1.21192e+00;	9.98471e-01;	9.98229e-01
9.86925e-02;	3.83463e-01;	1.20836e+00;	1.09904e+00
1.73386e+00;	2.91781e-01;	1.31945e+00;	8.18959e-01
4.47066e-01;	1.30442e+00;	1.34451e+00;	1.09057e+00
5.90552e-01;	3.52451e-01;	9.22069e-01;	9.45658e-01
1.86410e+00;	1.54770e+00;	1.23336e+00;	1.06519e+00
2.40682e+00;	1.03166e+00;	7.92855e-01;	1.01067e+00
6.46981e-01;	1.09344e+00;	1.03902e+00;	9.95206e-01
6.63184e-01;	3.13470e+00;	7.37895e-01;	1.07129e+00
3.55059e-02;	8.60860e-01;	8.89546e-01;	1.11283e+00
1.67775e+00;	1.08014e+00;	1.29238e+00;	8.55590e-01
1.38049e+00;	1.27306e+00;	9.47588e-01;	8.87574e-01
1.02424e+00;	1.85715e+00;	7.21431e-01;	1.03867e+00
2.22727e-01;	1.05044e+00;	1.19057e+00;	1.09140e+00
3.23982e+00;	4.44954e-01;	9.72025e-01;	1.03441e+00
1.14919e-01;	1.39021e+00;	6.74532e-01;	1.01624e+00
4.89063e-01;	1.09065e+00;	8.57220e-01;	1.01683e+00
1.09230e+00;	8.72886e-02;	1.05390e+00;	9.64998e-01
2.53487e+00;	2.13683e+00;	8.65823e-01;	1.05852e+00
6.05705e-01;	1.60149e-01;	1.14054e+00;	1.12246e+00
4.39979e-01;	1.04254e+00;	1.06381e+00;	1.01275e+00
7.75912e-01;	2.79399e+00;	9.43430e-01;	9.52169e-01
2.96443e+00;	1.88277e+00;	8.14228e-01;	1.01142e+00
1.83301e-01;	1.76835e+00;	2.15979e+00;	9.97989e-01
1.17284e+00;	1.83374e-01;	8.36326e-01;	1.18107e+00
4.16698e-01;	6.03830e-01;	7.01374e-01;	9.22750e-01
1.51055e+00;	1.01521e+00;	9.99751e-01;	1.15496e+00
4.31683e-02;	1.25978e+00;	9.26866e-01;	1.03302e+00
2.43002e-01;	2.02325e+00;	1.08874e+00;	8.84816e-01
2.44786e-01;	4.59723e-01;	7.45229e-01;	8.76475e-01
