Uniform_N=1;	Uniform_N=2;	Uniform_N=10;	Uniform_N=100
9.98910e-01;	8.20956e-01;	4.18758e-01;	5.36323e-01
5.30881e-02;	4.69524e-01;	5.53761e-01;	5.11896e-01
7.04485e-01;	8.81925e-01;	4.58407e-01;	5.19264e-01
6.23874e-01;	6.59305e-02;	3.63678e-01;	5.05214e-01
3.68819e-02;	8.18250e-01;	4.62624e-01;	5.09668e-01
7.19232e-01;	7.20672e-01;	2.94695e-01;	5.00696e-01
3.85801e-01;	5.36636e-01;	5.94715e-01;	4.86501e-01
4.84309e-01;	4.01937e-01;	6.53450e-01;	5.20793e-01
1.18699e-01;	5.40108e-01;	5.55610e-01;	4.80171e-01
3.37946e-01;	7.14635e-01;	5.54688e-01;	4.96275e-01
2.01645e-01;	8.43416e-01;	4.88891e-01;	4.80404e-01
6.98532e-01;	2.39839e-01;	5.80151e-01;	4.93986e-01
2.16320e-01;	5.56311e-01;	3.71123e-01;	4.23145e-01
6.57069e-01;	2.31700e-01;	5.23603e-01;	5.80187e-01
6.39101e-01;	6.04092e-01;	4.71160e-01;	5.02210e-01
2.60949e-02;	3.83394e-01;	5.75747e-01;	5.58282e-01
8.86906e-02;	3.22974e-01;	5.88187e-01;	5.18106e-01
5.91964e-01;	1.80843e-01;	5.36159e-01;	5.57218e-01
5.01858e-01;	7.63683e-01;	3.82110e-01;	4.54904e-01
1.15977e-01;	3.69567e-01;	4.18321e-01;	5.05677e-01
8.68717e-02;	3.51335e-01;	4.70309e-01;	5.09992e-01
2.98121e-01;	8.60453e-01;	4.05074e-01;	4.92511e-01
8.82765e-01;	6.12833e-01;	5.94847e-01;	4.63079e-01
3.63215e-01;	5.90975e-01;	3.68094e-01;	4.84038e-01
6.30777e-01;	5.35763e-01;	4.57405e-01;	5.46405e-01
4.84087e-01;	3.62155e-01;	4.83503e-01;	5.11291e-01
2.29964e-01;	2.62633e-01;	3.20181e-01;	4.50703e-01
8.86134e-01;	1.98884e-01;	4.29321e-01;	4.99196e-01
3.18474e-01;	4.56941e-01;	4.81916e-01;	4.65108e-01
9.95057e-01;	2.59781e-01;	4.45238e-01;	4.80690e-01
3.35785e-01;	6.34548e-01;	4.93966e-01;	4.97874e-01
7.92731e-01;	4.96039e-01;	4.22124e-01;	4.71235e-01
1.58619e-01;	6.07919e-02;	4.52779e-01;	4.92938e-01
1.61034e-02;	5.33064e-01;	5.32867e-01;	4.62418e-01
1.50272e-01;	5.18044e-01;	5.16163e-01;	5.53347e-01
7.11441e-01;	7.41370e-01;	3.01654e-01;	5.25652e-01
3.37650e-02;	7.41507e-01;	4.56681e-01;	5.02265e-01
4.06373e-01;	7.96778e-02;	5.31793e-01;	5.05940e-01
7.69457e-01;	5.13574e-01;	4.88870e-01;	4.74704e-01
5.21319e-01;	5.37170e-01;	5.91482e-01;	5.06949e-01
1.97156e-01;	2.42860e-01;	5.88714e-01;	5.14872e-01
2.30276e-01;	9.54245e-02;	5.63882e-01;	5.01969e-01
5.28239e-01;	2.70158e-01;	5.75405e-01;	5.14209e-01
5.04454e-02;	8.98429e-01;	3.54531e-01;	5.26301e-01
2.74813e-01;	7.13279e-01;	4.90226e-01;	5.08397e-01
5.16535e-01;	6.64144e-01;	5.27874e-01;	4.70721e-01
2.51051e-01;	2.78307e-01;	5.26764e-01;	5.09805e-01
6.58474e-01;	5.45443e-01;	5.46430e-01;	4.95185e-01
1.90812e-01;	5.46596e-01;	4.48859e-01;	4.92842e-01
6.37081e-01;	3.96872e-01;	7.01819e-01;	5.31100e-01
9.48719e-01;	5.86722e-01;	3.10407e-01;	4.84143e-01
7.37859e-01;	4.34322e-01;	4.08723e-01;	4.69440e-01
8.65765e-01;	2.14519e-01;	4.75702e-01;	4.82116e-01
9.10386e-01;	3.82374e-01;	5.09979e-01;	4.75938e-01
8.21757e-01;	2.33523e-01;	6.06506e-01;	5.29198e-01
6.35526e-01;	7.52469e-01;	4.76187e-01;	4.77392e-01
7.17915e-02;	1.13357e-01;	6.50600e-01;	5.38472e-01
5.21693e-01;	7.34054e-01;	4.75115e-01;	4.42317e-01
7.19518e-01;	5.40918e-01;	6.48578e-01;	5.01619e-01
9.08086e-01;	4.52137e-01;	5.94306e-01;	5.22453e-01
9.83250e-01;	5.33822e-01;	4.15215e-01;	4.59171e-01
5.08293e-01;	5.04796e-01;	5.46214e-01;	4.89959e-01
2.48360e-01;	3.99735e-01;	3.80928e-01;	4.68704e-01
4.93769e-01;	4.56786e-01;	5.58121e-01;	5.44267e-01
6.68852e-01;	8.08645e-01;	4.52858e-01;	4.80054e-01
2.42908e-01;	7.42192e-01;	4.18669e-01;	4.97336e-01
7.13585e-01;	5.13253e-01;	3.49623e-01;	4.73536e-01
8.46179e-01;	2.21635e-01;	4.67905e-01;	5.19113e-01
8.61606e-01;	6.50612e-01;	5.45617e-01;	5.18034e-01
8.92344e-01;	7.10261e-01;	3.43135e-01;	5.94727e-01
8.68985e-01;	5.86828e-01;	4.63968e-01;	5.29528e-01
5.80697e-01;	3.18687e-01;	4.13672e-01;	4.54020e-01
5.84165e-02;	8.78302e-01;	5.26461e-01;	4.84197e-01
3.08168e-02;	2.35813e-01;	4.32840e-01;	5.13531e-01
4.02783e-02;	5.12067e-01;	4.51606e-01;	4.51173e-01
2.04644e-01;	2.91984e-01;	4.00369e-01;	4.81176e-01
4.87715e-01;	4.15632e-01;	4.92833e-01;	5.04285e-01
7.15236e-01;	3.61475e-01;	2.96543e-01;	5.26963e-01
2.46578e-01;	6.35290e-01;	4.34705e-01;	5.33357e-01
2.26569e-01;	2.31101e-02;	4.46707e-01;	4.78718e-01
2.93888e-01;	4.84140e-01;	4.27436e-01;	4.79204e-01
6.19561e-01;	3.03733e-01;	3.02631e-01;	5.51366e-01
2.85758e-01;	7.15888e-01;	3.92128e-01;	5.52944e-01
7.76455e-01;	2.79359e-01;	3.59061e-01;	4.87169e-01
8.80484e-01;	1.86111e-01;	3.52534e-01;	4.92904e-01
4.82319e-01;	1.11527e-01;	6.63561e-01;	4.80058e-01
8.49681e-01;	7.29462e-01;	5.20273e-01;	5.02600e-01
9.44193e-01;	1.94741e-01;	5.10756e-01;	5.11692e-01
5.95483e-01;	6.66951e-01;	4.59679e-01;	4.68920e-01
3.19150e-01;	5.74692e-01;	4.51033e-01;	4.50399e-01
2.24670e-01;	3.74502e-01;	5.03346e-01;	4.99838e-01
7.04116e-01;	5.51484e-01;	3.47234e-01;	4.90223e-01
6.02745e-01;	7.74135e-01;	4.03492e-01;	4.83078e-01
2.33587e-01;	7.05181e-01;	4.30409e-01;	4.74938e-01
2.98397e-01;	6.83318e-01;	5.54445e-01;	4.78155e-01
6.03046e-01;	9.69024e-01;	6.77369e-01;	5.45427e-01
4.19302e-02;	6.87241e-01;	4.84548e-01;	5.13744e-01
8.35326e-01;	5.58290e-01;	4.45092e-01;	4.91566e-01
8.79890e-01;	2.64145e-01;	5.56954e-01;	4.98637e-01
6.31524e-01;	2.38182e-01;	5.76269e-01;	4.80678e-01
5.18557e-01;	5.31573e-01;	5.93607e-01;	5.60581e-01
3.26245e-01;	5.14336e-01;	4.82273e-01;	4.85836e-01
8.44309e-01;	2.20383e-01;	3.48539e-01;	4.68787e-01
8.74546e-01;	5.17288e-01;	3.78625e-01;	4.90746e-01
7.68177e-02;	7.21335e-01;	5.31010e-01;	5.18493e-01
2.89104e-01;	3.29173e-01;	3.92724e-01;	4.88664e-01
5.94201e-01;	5.75862e-01;	5.37561e-01;	5.02261e-01
8.69878e-01;	5.79032e-01;	4.34793e-01;	4.18105e-01
4.86670e-01;	4.84780e-01;	3.97158e-01;	5.28257e-01
6.29797e-01;	3.97885e-01;	4.88747e-01;	5.09551e-01
6.96472e-01;	5.15486e-01;	6.76128e-01;	4.72911e-01
2.84945e-02;	5.93747e-01;	3.72582e-01;	4.84512e-01
7.26389e-01;	5.42853e-01;	6.81078e-01;	4.54746e-01
4.67646e-01;	6.06973e-02;	5.62897e-01;	5.32039e-01
3.77398e-01;	4.24654e-01;	4.50240e-01;	4.55739e-01
1.50809e-01;	5.76295e-01;	5.82007e-01;	4.61298e-01
6.71090e-01;	1.47118e-01;	4.25433e-01;	4.85616e-01
9.94438e-01;	4.01951e-01;	5.00300e-01;	5.04458e-01
5.61464e-01;	6.37142e-01;	5.62897e-01;	4.85321e-01
8.81404e-01;	3.16648e-01;	5.31273e-01;	4.94473e-01
3.22063e-01;	9.69227e-02;	4.51364e-01;	5.08285e-01
3.55736e-01;	5.27575e-01;	5.31302e-01;	5.32705e-01
2.04426e-01;	6.00619e-01;	4.20402e-01;	5.10609e-01
9.79362e-01;	2.53256e-01;	5.30819e-01;	5.03687e-01
4.52478e-01;	4.77192e-01;	6.81478e-01;	5.04000e-01
8.39851e-01;	6.17280e-01;	4.08318e-01;	5.48148e-01
3.33830e-01;	2.54634e-02;	4.87818e-01;	4.88097e-01
3.55637e-01;	4.15379e-01;	3.76590e-01;	4.86293e-01
7.29926e-01;	7.76806e-01;	5.62664e-01;	5.40207e-01
4.52173e-01;	1.85291e-01;	4.98149e-01;	4.85229e-01
1.64739e-01;	7.41909e-01;	5.21450e-01;	4.99687e-01
9.76426e-01;	5.25198e-01;	3.99672e-01;	5.35536e-01
5.39299e-01;	9.15554e-01;	5.83317e-01;	4.84265e-01
1.35356e-01;	1.86340e-01;	5.53232e-01;	4.80269e-01
2.54124e-01;	2.61554e-01;	4.41652e-01;	5.06658e-01
7.03980e-01;	5.69886e-01;	4.90233e-01;	4.89188e-01
6.10955e-01;	7.39982e-01;	5.85589e-01;	5.33271e-01
2.68022e-01;	7.97360e-01;	3.44301e-01;	5.02911e-01
4.00214e-01;	7.92897e-01;	4.68031e-01;	4.98423e-01
9.14646e-01;	2.72244e-01;	5.00218e-01;	4.93204e-01
8.05407e-01;	5.22433e-01;	6.38567e-01;	5.49392e-01
9.03656e-01;	5.03463e-01;	4.72338e-01;	4.79780e-01
4.51067e-02;	6.30493e-01;	4.53676e-01;	4.48631e-01
9.87491e-01;	2.38262e-01;	4.99618e-01;	5.23047e-01
6.96794e-02;	2.53065e-01;	4.71347e-01;	5.32965e-01
7.33680e-01;	3.19772e-01;	4.86436e-01;	4.68908e-01
6.18544e-01;	4.19556e-01;	4.40062e-01;	5.38259e-01
4.03802e-01;	6.60314e-01;	5.91299e-01;	4.89624e-01
6.20963e-01;	4.53941e-01;	5.36990e-01;	4.54890e-01
6.79289e-01;	5.77147e-01;	5.60897e-01;	4.73486e-01
5.42516e-01;	3.51060e-01;	5.87296e-01;	5.64956e-01
8.65145e-01;	5.12927e-01;	4.92490e-01;	5.31256e-01
1.95511e-01;	3.32283e-01;	5.22881e-01;	5.05817e-01
9.35138e-03;	3.65265e-01;	5.61519e-01;	5.02136e-01
6.31136e-01;	4.87640e-01;	4.55016e-01;	5.11607e-01
3.71132e-01;	5.88521e-01;	4.67936e-01;	4.99099e-01
9.96337e-01;	8.54012e-01;	3.36083e-01;	4.85342e-01
8.91965e-02;	3.24412e-01;	3.77168e-01;	4.95380e-01
1.55189e-01;	8.41460e-01;	5.20144e-01;	4.89322e-01
1.62009e-01;	5.65319e-01;	5.38697e-01;	4.89910e-01
4.59926e-01;	3.48578e-01;	4.32653e-01;	4.75371e-01
3.98559e-01;	5.58328e-01;	4.15327e-01;	5.16929e-01
8.39168e-01;	7.67848e-01;	5.83331e-01;	5.27313e-01
6.08957e-01;	3.48299e-01;	4.67365e-01;	4.53395e-01
7.23859e-01;	7.04195e-01;	6.48446e-01;	4.75908e-01
8.96657e-01;	2.42896e-01;	4.54038e-01;	4.23980e-01
1.20172e-01;	5.11420e-01;	3.64020e-01;	5.53786e-01
2.84012e-02;	6.33581e-01;	5.98435e-01;	4.95464e-01
7.04183e-01;	7.93753e-01;	6.09459e-01;	5.49269e-01
7.06933e-01;	4.55140e-01;	6.89371e-01;	4.50589e-01
8.78557e-01;	7.15757e-01;	4.04125e-01;	5.09684e-01
7.26500e-01;	1.61656e-01;	4.62375e-01;	5.15025e-01
8.80040e-01;	2.63254e-01;	5.98217e-01;	4.83074e-01
4.61158e-01;	4.57139e-01;	5.86949e-01;	4.57489e-01
9.61815e-01;	3.17094e-01;	4.44936e-01;	4.95125e-01
7.85660e-01;	2.77230e-01;	4.71976e-01;	5.29302e-01
5.36243e-01;	5.56400e-01;	5.37761e-01;	4.98831e-01
4.68562e-01;	4.40908e-01;	5.95034e-01;	5.33115e-01
7.34203e-01;	4.82886e-01;	4.25762e-01;	5.03342e-01
8.44677e-01;	7.22912e-01;	4.75544e-01;	4.77524e-01
5.41092e-01;	4.43381e-01;	4.97492e-01;	4.99378e-01
6.15619e-01;	5.61308e-01;	5.49867e-01;	5.14288e-01
8.19713e-01;	6.86332e-01;	4.53342e-01;	4.88196e-01
7.74881e-01;	2.67345e-01;	4.96752e-01;	5.29098e-01
3.52041e-01;	8.33725e-01;	5.59112e-01;	5.25480e-01
9.79802e-01;	1.30370e-01;	4.33322e-01;	4.98563e-01
5.45977e-01;	7.48864e-01;	6.48138e-01;	4.60446e-01
3.12132e-01;	7.00367e-01;	4.86206e-01;	5.41419e-01
3.67349e-01;	8.09664e-01;	5.02216e-01;	5.32354e-01
4.48685e-01;	4.81385e-01;	4.48044e-01;	4.98896e-01
3.78693e-01;	4.17933e-01;	4.89454e-01;	4.59302e-01
6.83157e-01;	5.00333e-01;	5.23390e-01;	4.53255e-01
9.05233e-01;	7.07709e-01;	4.36342e-01;	4.96352e-01
3.54902e-02;	7.85503e-01;	4.63104e-01;	4.67651e-01
5.35428e-02;	5.23265e-01;	3.20922e-01;	5.65984e-01
5.97734e-01;	3.61330e-01;	4.15293e-01;	4.78514e-01
8.27371e-01;	8.54302e-01;	6.40647e-01;	5.08374e-01
4.03662e-01;	7.55604e-01;	5.48374e-01;	4.81225e-01
1.49459e-02;	2.79635e-01;	5.68468e-01;	4.94263e-01
9.17588e-01;	2.17868e-01;	4.03096e-01;	5.56113e-01
3.71052e-01;	4.41383e-01;	4.57258e-01;	4.74394e-01
6.55109e-01;	6.27744e-01;	4.40309e-01;	4.76345e-01
1.64198e-01;	7.49249e-01;	4.54311e-01;	5.41103e-01
3.29183e-01;	6.60098e-02;	4.61452e-01;	4.85997e-01
2.60313e-01;	2.86900e-01;	5.66068e-01;	4.47541e-01
4.66976e-01;	6.82751e-01;	5.35178e-01;	4.99570e-01
4.65710e-01;	7.75656e-01;	4.15257e-01;	4.92639e-01
6.30501e-01;	5.85123e-01;	3.94575e-01;	5.28019e-01
1.83863e-01;	7.03354e-01;	4.55735e-01;	5.36198e-01
9.16510e-01;	1.60333e-01;	4.45021e-01;	5.15370e-01
4.77541e-01;	3.49770e-01;	4.66211e-01;	4.73613e-01
1.99362e-01;	3.32771e-01;	6.25146e-01;	5.25803e-01
7.15305e-01;	2.97017e-01;	4.69028e-01;	4.96265e-01
1.78714e-02;	7.13668e-01;	4.21258e-01;	4.85477e-01
8.35825e-01;	4.25695e-01;	5.68025e-01;	5.21246e-01
9.70051e-01;	3.23953e-01;	3.49446e-01;	4.55766e-01
5.74509e-01;	7.06054e-01;	5.74128e-01;	5.03823e-01
2.82388e-01;	7.29662e-01;	2.82992e-01;	4.40705e-01
7.62869e-01;	7.90691e-01;	5.02106e-01;	5.09087e-01
1.51498e-01;	5.09309e-01;	5.95705e-01;	4.93562e-01
5.59395e-01;	5.84994e-01;	4.92983e-01;	5.09618e-01
1.47401e-01;	7.62118e-01;	6.01135e-01;	4.81253e-01
7.27867e-02;	8.93434e-01;	5.25210e-01;	4.66826e-01
3.85476e-02;	6.17217e-01;	6.60882e-01;	4.55311e-01
6.92509e-01;	6.45533e-01;	4.62058e-01;	5.04808e-01
5.09788e-01;	5.42787e-01;	4.92588e-01;	4.95290e-01
3.59834e-01;	2.93724e-01;	4.41207e-01;	5.05123e-01
8.81158e-01;	2.91310e-01;	4.89584e-01;	5.45363e-01
2.10771e-01;	4.21916e-01;	5.30817e-01;	4.66019e-01
9.28566e-01;	7.86949e-01;	4.65363e-01;	5.18547e-01
1.72837e-01;	4.23614e-01;	4.09783e-01;	5.09478e-01
8.86591e-01;	3.94957e-01;	4.61014e-01;	5.20081e-01
4.69684e-01;	3.57947e-01;	5.02712e-01;	5.17529e-01
3.75479e-01;	2.21545e-01;	5.07738e-01;	4.77339e-01
2.59976e-01;	5.15751e-01;	4.04820e-01;	5.25611e-01
2.57557e-01;	4.12223e-01;	5.16372e-01;	4.49490e-01
3.17802e-02;	5.89431e-01;	3.38272e-01;	4.62305e-01
2.30825e-01;	5.48244e-01;	5.01900e-01;	5.29104e-01
3.23938e-01;	2.92907e-01;	5.89936e-01;	4.35132e-01
6.54264e-01;	3.82671e-01;	4.28387e-01;	5.04598e-01
9.65728e-01;	2.60259e-01;	5.78886e-01;	4.87079e-01
3.01330e-02;	7.12016e-01;	4.21974e-01;	5.10792e-01
2.26386e-01;	3.19622e-01;	4.10233e-01;	5.31042e-01
7.68615e-01;	2.84759e-01;	7.12362e-01;	4.74167e-01
4.06430e-01;	7.64963e-01;	4.83972e-01;	5.27662e-01
2.20982e-01;	8.65974e-01;	6.92492e-01;	4.96427e-01
9.47383e-01;	3.50879e-01;	4.84989e-01;	4.47110e-01
6.91373e-01;	4.36484e-01;	5.17567e-01;	5.14538e-01
8.32758e-01;	4.19987e-01;	5.37086e-01;	4.99739e-01
8.11808e-01;	4.81319e-01;	6.68192e-01;	4.88618e-01
7.20836e-01;	6.95162e-01;	5.65734e-01;	5.25112e-01
5.33635e-01;	7.06813e-01;	5.19800e-01;	5.11276e-01
3.29857e-01;	2.57723e-01;	5.64272e-01;	4.60402e-01
6.78827e-01;	5.10408e-01;	4.69111e-01;	4.59748e-01
1.68115e-01;	7.23412e-01;	6.00190e-01;	5.73505e-01
1.46882e-01;	2.09506e-01;	4.48754e-01;	5.40775e-01
7.44857e-01;	5.01211e-01;	4.79128e-01;	4.72152e-01
8.04324e-01;	9.22041e-01;	3.73283e-01;	5.19802e-01
6.32331e-01;	4.47689e-01;	2.79750e-01;	4.87100e-01
8.04458e-01;	4.51488e-01;	5.03167e-01;	5.19907e-01
4.52431e-01;	4.65755e-01;	4.44770e-01;	5.32022e-01
6.79701e-01;	5.29343e-01;	6.27469e-01;	4.69377e-01
6.24715e-01;	3.72087e-01;	4.73942e-01;	4.68844e-01
1.13450e-01;	8.82298e-02;	4.96055e-01;	4.96335e-01
1.60089e-01;	3.61349e-01;	6.06733e-01;	4.64229e-01
3.18691e-01;	7.47864e-01;	4.66323e-01;	5.26052e-01
8.38169e-01;	4.54947e-01;	3.59412e-01;	5.43723e-01
1.90363e-01;	6.42979e-01;	5.82185e-01;	4.82508e-01
4.48925e-01;	5.14097e-01;	4.48933e-01;	5.38454e-01
5.75051e-02;	3.67984e-01;	3.01703e-01;	4.65124e-01
7.23370e-01;	4.49098e-01;	5.85794e-01;	4.65215e-01
9.46119e-01;	6.07345e-01;	4.88843e-01;	5.31618e-01
6.16479e-01;	7.25612e-01;	4.65719e-01;	5.12813e-01
8.05825e-01;	4.02249e-01;	5.13543e-01;	4.44367e-01
4.78156e-01;	6.01961e-01;	5.01212e-01;	4.93370e-01
9.39787e-02;	2.77055e-01;	5.24478e-01;	5.30318e-01
8.23398e-01;	2.48995e-01;	4.97839e-01;	4.48869e-01
3.60498e-01;	5.63092e-01;	5.86332e-01;	5.17183e-01
4.45979e-01;	2.58352e-01;	4.63439e-01;	4.99762e-01
8.44964e-01;	6.95864e-01;	5.91412e-01;	5.14628e-01
9.09899e-01;	6.43331e-01;	4.82512e-01;	5.06084e-01
4.76376e-01;	6.15287e-01;	5.22819e-01;	4.76815e-01
4.84792e-01;	9.36882e-01;	4.28765e-01;	5.09867e-01
3.48830e-02;	5.76959e-01;	4.79108e-01;	5.33649e-01
8.13206e-01;	6.02922e-01;	6.13690e-01;	4.57903e-01
7.48544e-01;	5.93804e-01;	4.48619e-01;	4.61494e-01
6.40932e-01;	6.29546e-01;	4.41741e-01;	5.22160e-01
1.99666e-01;	6.27009e-01;	5.51923e-01;	5.19390e-01
9.60829e-01;	3.32752e-01;	4.56751e-01;	4.86652e-01
1.08562e-01;	7.32164e-01;	4.04973e-01;	4.88980e-01
3.86799e-01;	6.49537e-01;	5.10003e-01;	5.12106e-01
6.64556e-01;	8.25335e-02;	5.45510e-01;	4.96514e-01
9.20728e-01;	8.10031e-01;	5.33279e-01;	5.17591e-01
4.54310e-01;	1.47287e-01;	5.06527e-01;	4.89264e-01
3.55950e-01;	6.33041e-01;	5.66704e-01;	5.17403e-01
5.39716e-01;	9.38816e-01;	5.12405e-01;	4.87098e-01
9.48410e-01;	5.48185e-01;	4.69875e-01;	5.04277e-01
1.67482e-01;	7.99899e-01;	6.98693e-01;	4.83721e-01
6.90512e-01;	1.57936e-01;	4.88521e-01;	5.60125e-01
3.40780e-01;	4.52447e-01;	4.60597e-01;	5.04002e-01
7.79210e-01;	5.41501e-01;	5.36248e-01;	5.20819e-01
4.22498e-02;	6.08205e-01;	4.54452e-01;	5.02997e-01
2.15730e-01;	8.09519e-01;	5.02111e-01;	4.65979e-01
2.17128e-01;	3.61964e-01;	4.47374e-01;	4.70975e-01
3.74197e-01;	2.55783e-01;	4.90686e-01;	4.67088e-01
4.39460e-01;	6.37357e-01;	3.60406e-01;	5.27044e-01
2.43232e-01;	8.96618e-01;	3.91085e-01;	5.17419e-01
1.31547e-01;	4.16396e-01;	3.50113e-01;	4.54676e-01
5.49286e-01;	7.45060e-01;	4.76516e-01;	5.08520e-01
7.48004e-01;	5.06731e-01;	4.00978e-01;	5.19012e-01
1.03000e-01;	4.59444e-01;	4.86433e-01;	5.25182e-01
1.69269e-01;	4.35851e-01;	3.49403e-01;	4.67235e-01
1.14529e-01;	1.81532e-01;	4.04956e-01;	5.53179e-01
9.02550e-01;	7.26777e-01;	3.89995e-01;	4.58019e-01
8.94778e-01;	3.34311e-01;	6.25705e-01;	5.63492e-01
5.79805e-02;	1.46216e-01;	5.28582e-01;	5.19230e-01
8.45524e-01;	3.12857e-01;	4.13900e-01;	5.28352e-01
6.67227e-01;	4.60618e-01;	5.39912e-01;	4.79117e-01
4.69950e-01;	5.33467e-01;	4.02408e-01;	4.82076e-01
2.67594e-01;	5.13488e-01;	6.05750e-01;	5.30902e-01
2.29389e-01;	6.97409e-01;	4.67243e-01;	5.22397e-01
5.09416e-01;	2.53369e-01;	5.07747e-01;	4.94853e-01
4.98066e-01;	3.06948e-01;	5.61978e-01;	4.99890e-01
2.62738e-01;	5.21845e-01;	5.45492e-01;	5.10494e-01
3.07554e-01;	6.66644e-01;	4.76496e-01;	4.93039e-01
4.86630e-01;	3.22658e-01;	5.07905e-01;	5.31732e-01
4.87870e-01;	7.86022e-01;	4.61587e-01;	4.90303e-01
8.53791e-01;	7.50295e-01;	6.10955e-01;	5.16712e-01
3.17113e-01;	5.38985e-01;	4.69184e-01;	4.61129e-01
9.51367e-01;	4.82776e-01;	4.17486e-01;	4.64392e-01
8.26646e-01;	4.35706e-01;	5.87778e-01;	5.27138e-01
6.04803e-01;	3.50122e-01;	4.63612e-01;	5.08811e-01
3.58078e-01;	4.39130e-01;	5.43017e-01;	5.02028e-01
8.11386e-01;	7.95581e-01;	5.88972e-01;	5.25440e-01
9.36165e-01;	6.00414e-01;	3.70949e-01;	5.29690e-01
9.80417e-02;	9.41431e-01;	4.36076e-01;	5.21658e-01
5.38323e-01;	5.00101e-01;	3.39622e-01;	5.10855e-01
3.02409e-01;	4.04535e-01;	4.85342e-01;	5.52444e-01
3.36770e-01;	7.08308e-01;	5.63703e-01;	4.99271e-01
9.33544e-01;	5.51451e-01;	5.18649e-01;	5.50726e-01
4.30289e-01;	1.45151e-01;	3.17866e-01;	5.30597e-01
9.41861e-01;	7.02290e-01;	4.08281e-01;	4.85564e-01
2.37811e-01;	2.64841e-01;	5.38539e-01;	5.29273e-01
7.84808e-01;	7.16802e-01;	6.26029e-01;	4.97217e-01
7.88929e-02;	5.27606e-01;	5.38013e-01;	5.54191e-01
7.09773e-01;	1.82876e-01;	4.33168e-01;	5.07522e-01
8.63630e-01;	7.35433e-01;	4.49034e-01;	4.86820e-01
9.84351e-01;	6.61350e-01;	4.47720e-01;	4.67791e-01
9.99968e-01;	5.76216e-01;	5.80313e-01;	4.46004e-01
1.88972e-01;	9.00056e-01;	6.14591e-01;	5.07080e-01
3.66626e-01;	4.74849e-01;	5.89939e-01;	5.61139e-01
3.97465e-02;	6.22450e-01;	4.22262e-01;	4.95638e-01
7.80797e-01;	5.41452e-01;	5.73659e-01;	5.20142e-01
2.41995e-03;	4.44571e-01;	2.90128e-01;	4.90718e-01
3.16049e-01;	7.52661e-01;	6.50301e-01;	5.18380e-01
4.65140e-01;	7.00987e-01;	4.87388e-01;	5.56250e-01
1.22762e-01;	6.16747e-01;	4.22743e-01;	5.10742e-01
4.91285e-01;	5.03124e-01;	5.82776e-01;	4.44756e-01
4.82653e-01;	4.58827e-01;	5.07218e-01;	5.54149e-01
3.57074e-01;	5.11523e-01;	3.08808e-01;	4.86127e-01
9.41116e-01;	3.32825e-01;	6.79410e-01;	5.13224e-01
2.31630e-01;	2.96730e-01;	5.65522e-01;	5.09605e-01
2.21000e-01;	6.21999e-01;	5.45906e-01;	4.85050e-01
4.67433e-01;	5.52797e-01;	5.30305e-01;	4.87230e-01
8.54874e-01;	2.70271e-01;	5.51533e-01;	5.18426e-01
2.08307e-01;	6.28915e-01;	4.74862e-01;	4.74148e-01
9.52477e-02;	8.69251e-01;	4.66839e-01;	5.03357e-01
6.98978e-02;	4.37588e-01;	5.55495e-01;	5.53135e-01
8.63519e-01;	5.45310e-01;	5.89554e-01;	4.99106e-01
7.37864e-01;	2.05805e-01;	6.00438e-01;	4.84198e-01
5.68944e-01;	3.95584e-01;	4.67573e-01;	5.51323e-01
8.37717e-01;	4.34322e-01;	2.92785e-01;	4.60989e-01
9.25636e-01;	3.98567e-01;	4.07715e-01;	4.68324e-01
5.13259e-01;	8.08838e-01;	5.80089e-01;	4.84666e-01
3.09365e-01;	4.53462e-01;	6.42871e-01;	4.42649e-01
1.26727e-01;	3.87562e-01;	3.82912e-01;	5.50393e-01
6.42970e-01;	5.21437e-01;	7.17732e-01;	5.22379e-01
3.55629e-01;	4.82292e-01;	5.25352e-01;	5.28188e-01
8.23081e-01;	9.37801e-01;	3.71784e-01;	4.80150e-01
5.84198e-01;	3.95451e-01;	5.83901e-01;	4.37696e-01
3.33165e-01;	5.16706e-01;	3.73169e-01;	5.09993e-01
7.94920e-01;	5.05474e-01;	7.11486e-01;	4.78631e-01
2.78882e-01;	5.13869e-01;	4.56668e-01;	4.84846e-01
6.95598e-01;	7.11071e-01;	6.99502e-01;	5.20715e-01
8.73440e-01;	1.99305e-01;	5.01792e-01;	4.60031e-01
8.23208e-01;	6.03921e-01;	3.95344e-01;	5.68787e-01
1.80225e-01;	1.60618e-01;	4.11640e-01;	4.79175e-01
7.71047e-01;	4.71255e-01;	6.79988e-01;	4.91072e-01
1.49547e-01;	9.51690e-01;	6.61687e-01;	4.69964e-01
9.01997e-01;	8.53680e-01;	4.68527e-01;	4.97869e-01
3.71665e-01;	7.88556e-01;	4.94054e-01;	4.35232e-01
7.12928e-01;	4.97586e-01;	5.61910e-01;	5.93013e-01
4.89847e-01;	7.71316e-01;	4.78597e-01;	5.27171e-01
3.56643e-01;	4.73406e-01;	3.94096e-01;	4.73703e-01
2.08123e-01;	6.10535e-01;	5.21988e-01;	5.09331e-01
6.66676e-01;	7.04651e-01;	6.96723e-01;	5.60195e-01
7.49718e-01;	2.62296e-01;	4.52844e-01;	5.07872e-01
9.24764e-01;	2.93960e-01;	4.82430e-01;	4.62064e-01
